,Link,Chunk
744,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,n fullscreen Overview Bacterial pustule is a soybe
745,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,is a soybean disease caused by the bacterium Xanth
746,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,rium Xanthomonas campestris pv glycines Although t
747,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,Although the pathogen is common in soybean produci
748,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,an producing regions it is of minor importance bec
749,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,rtance because of the high level of resistance in 
750,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,stance in most commercial soybean varieties Bacter
751,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ies Bacterial pustule can also infect snap beans B
752,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ap beans Because this pathogen produces a pustule 
753,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,a pustule it can easily be confused with soybean r
754,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, soybean rust a much more serious disease Bacteria
755,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,e Bacterial pustules will differ from those of soy
756,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ose of soybean rust however because they will not 
757,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, will not have a natural opening in the pustule or
758,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,pustule or masses of spores like those of soybean 
759,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,f soybean rust Cycle The bacteria overwinter on su
760,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,nter on surface crop residue and on seeds The bact
761,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,s The bacterial cells are spread during the season
762,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,the season by windblown rain rain splashing up fro
763,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ing up from old crop residue and mechanically duri
764,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,cally during field work when the canopy is wet The
765,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,is wet The bacteria enter the plant through natura
766,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ugh natural openings and wounds in the leaves Unli
767,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,eaves Unlike bacterial blight which develops best 
768,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,lops best in moderate temperatures of 70 to 80 F b
769,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, to 80 F bacterial pustule develops best during ve
770,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, during very warm temperatures of 8590 F if condit
771,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, if conditions remain wet Agronomic Impact Researc
772,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ct Research studies have reported yield loss poten
773,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,loss potential for this disease to range from 4 to
774,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, from 4 to as high as 35 under extremely favorable
775,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, favorable conditions but bacterial blight rarely 
776,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ht rarely reaches high levels of severity in the M
777,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,y in the Midwest Severe infection may causes some 
778,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,uses some defoliation of young leaves Scouting Sym
779,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,outing Symptoms typically develop later in the sea
780,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,in the season when temperatures are hotter Lesions
781,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,er Lesions will generally be in the upper canopy S
782,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,r canopy Symptoms begin as small light green spots
783,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,reen spots without watersoaking Lightcolored raise
784,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ored raised blisters pustules often develop in the
785,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,lop in the center of lesions on both the upper and
786,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, upper and lower surface of leaves The lesions can
787,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,esions can grow together into large irregular patc
788,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,gular patches of dead tissue Loss of tissue in the
789,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,sue in the infected areas may give the leaves a ra
790,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,eaves a ragged appearance like bacterial blight Sm
791,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, blight Small raised spots may also develop on pod
792,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,lop on pods Management There are high levels of re
793,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,vels of resistance to bacterial pustule in most so
794,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,in most soybean varieties Should bacterial pustule
795,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,al pustule develop in a field a note of the variet
796,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,the variety should be made and it should be replac
797,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, be replaced in future years with resistant ones S
798,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ant ones Since the disease can be seed borne it is
799,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,orne it is important to use diseasefree certified 
800,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,certified seed If a field develops bacteria pustul
801,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ria pustule it should be rotated out of soybeans u
802,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,soybeans until all infested debris has decomposed 
803,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ecomposed Tillage can shorten the length of rotati
804,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, of rotation where soil erosion is not an issue Av
805,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,n issue Avoid moving equipment through fields or s
806,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ields or scouting when the foliage is wet Foliar f
807,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,t Foliar fungicides are not effective against bact
808,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ainst bacterial pustule because it is caused by a 
809,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,used by a bacterial pathogen not a fungus Resource
810,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,s Resources For information about Bacterial Pustul
811,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ial Pustule and other soybean diseases visit our r
812,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,isit our resource page Additional Resources Bacter
813,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ces Bacterial Pustule on Soybean University of Min
814,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ity of Minnesota 2018 Bacterial Pustule University
815,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,University of Nebraska 2015 Bacterial Diseases Ide
816,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,seases Identification and Management University of
817,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,versity of Nebraska 2015 Information on this disea
818,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,this disease provided by Douglas J Jardine Profess
819,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ne Professor Emeritus Kansas State University and 
820,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,rsity and Crop Protection Network 42020 Images pro
821,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,Images provide by Crop Protection Network Videos T
822,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,k Videos The Silent Yield Stealer  Soybean Cyst Ne
823,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,an Cyst Nematode chevron_right Science for Success
824,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,or Success Soybean Emergence chevron_right Science
825,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ht Science for Success Soybean Growth Stages chevr
826,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ages chevron_right Science for Success Soybean Flo
827,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,oybean Flowering chevron_right Search Projects Ref
828,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ojects Refine your search by state organization or
829,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ization or region to see checkoffsupported researc
830,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ed research projects conducted near you including 
831,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,including articles resources and publications By S
832,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,tions By StateRegionOrganization StateRegionOrgani
833,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,gionOrganization Alabama Soybean Checkoff Arkansas
834,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,f Arkansas Soybean Promotion Board Atlantic Region
835,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,tic Region Soybean Board Crop Protection Network D
836,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, Network Delaware Soybean Board Eastern Region Soy
837,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,Region Soybean Board Georgia Soybeans Illinois Soy
838,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,linois Soybean Association Indiana Soybean Allianc
839,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,an Alliance Iowa Soybean Association Iowa Soybean 
840,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,a Soybean Research Center Kansas Soybean Commissio
841,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, Commission Kentucky Soybean Board Louisiana Soybe
842,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,iana Soybean  Grain Board Maryland Soybean Board M
843,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,an Board Michigan Soybean Committee MidSouth Soybe
844,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,outh Soybean Board Minnesota Soybean Research Prom
845,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,earch Promotion Council Mississippi Soybean Promot
846,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ean Promotion Board Missouri Soybean Merchandising
847,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,chandising Council Nebraska Soybean Board New Jers
848,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,d New Jersey Soybean Board New York Corn and Soybe
849,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/, and Soybean Growers Association North Carolina So
850,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,arolina Soybean Producers Association North Centra
851,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,rth Central Soybean Research Program North Dakota 
852,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,th Dakota Soybean Council Ohio Soybean Council Okl
853,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ouncil Oklahoma Soybean Board Pennsylvania Soybean
854,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ia Soybean Board South Carolina Soybean Board Sout
855,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,Board South Dakota Soybean Checkoff Southern Soybe
856,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,hern Soybean Research Program Soy Aquaculture Alli
857,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,lture Alliance Tennessee Soybean Promotion Board T
858,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,on Board Texas Soybean Board The SCN Coalition Uni
859,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,lition United Soybean Board Virginia Soybean Assoc
860,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,bean Association Wisconsin Soybean Marketing Board
861,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ting Board Search by Keyword Research Highlights M
862,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,ghlights MidAtlantic Nematodes Overcoming Genetics
863,https://soybeanresearchinfo.com/soybean-disease/bacterial-pustule/,g Genetics Sep 18 2023Atlantic Region Soybean Boar
